"","Year","Month","Run","Salvage.Total","Total.Exports","OMR","Total.exports.z","OMR.z","Discharge.z"
"559",2004,"March","LateFall",0,11015.774193,-2749,2.11050008656514,-0.673674659172035,1.01687066070838
"560",2004,"March","Spring",2018,11015.774193,-2749,2.11050008656514,-0.673674659172035,1.01687066070838
"561",2004,"May","Fall",2471,1691.9354838,-2150.083871,-1.05792018869003,-0.548415567270802,-0.799175642926436
"562",2004,"May","Winter",6,1691.9354838,-2150.083871,-1.05792018869003,-0.548415567270802,-0.799175642926436
"563",2004,"May","Spring",384,1691.9354838,-2150.083871,-1.05792018869003,-0.548415567270802,-0.799175642926436
"564",2004,"May","LateFall",0,1691.9354838,-2150.083871,-1.05792018869003,-0.548415567270802,-0.799175642926436
"577",2005,"April","LateFall",0,5876.966667,-286.1666667,0.364234147843286,-0.15859040630957,-0.483443946932837
"578",2005,"April","Fall",2671,5876.966667,-286.1666667,0.364234147843286,-0.15859040630957,-0.483443946932837
"579",2005,"April","Spring",9751,5876.966667,-286.1666667,0.364234147843286,-0.15859040630957,-0.483443946932837
"580",2005,"April","Winter",33,5876.966667,-286.1666667,0.364234147843286,-0.15859040630957,-0.483443946932837
"601",2005,"June","Winter",0,9659.666667,-2624.433333,1.64966858627708,-0.64762241774111,-0.232507934818522
"602",2005,"June","LateFall",0,9659.666667,-2624.433333,1.64966858627708,-0.64762241774111,-0.232507934818522
"603",2005,"June","Fall",3309,9659.666667,-2624.433333,1.64966858627708,-0.64762241774111,-0.232507934818522
"604",2005,"June","Spring",194,9659.666667,-2624.433333,1.64966858627708,-0.64762241774111,-0.232507934818522
"605",2005,"March","LateFall",0,6997.064516,-1725.032258,0.744865006626751,-0.459519014852969,-0.0593267433593473
"606",2005,"March","Fall",1332,6997.064516,-1725.032258,0.744865006626751,-0.459519014852969,-0.0593267433593473
"607",2005,"March","Spring",3065,6997.064516,-1725.032258,0.744865006626751,-0.459519014852969,-0.0593267433593473
"608",2005,"March","Winter",228,6997.064516,-1725.032258,0.744865006626751,-0.459519014852969,-0.0593267433593473
"609",2005,"May","Winter",0,2942.633333,1710.129032,-0.632908930214144,0.258920784786604,0.477888381167073
"610",2005,"May","Spring",4166,2942.633333,1710.129032,-0.632908930214144,0.258920784786604,0.477888381167073
"611",2005,"May","LateFall",0,2942.633333,1710.129032,-0.632908930214144,0.258920784786604,0.477888381167073
"612",2005,"May","Fall",9671,2942.633333,1710.129032,-0.632908930214144,0.258920784786604,0.477888381167073
"625",2006,"April","LateFall",0,3536.4000003,12837,-0.431135561313232,2.58602751253658,2.44237570605261
"626",2006,"April","Fall",133,3536.4000003,12837,-0.431135561313232,2.58602751253658,2.44237570605261
"627",2006,"April","Spring",2278,3536.4000003,12837,-0.431135561313232,2.58602751253658,2.44237570605261
"628",2006,"April","Winter",55,3536.4000003,12837,-0.431135561313232,2.58602751253658,2.44237570605261
"641",2006,"January","Spring",0,7114.290322,-333.0357143,0.784700597105921,-0.16839273764844,1.88218756633263
"642",2006,"January","LateFall",7,7114.290322,-333.0357143,0.784700597105921,-0.16839273764844,1.88218756633263
"643",2006,"January","Winter",131,7114.290322,-333.0357143,0.784700597105921,-0.16839273764844,1.88218756633263
"644",2006,"January","Fall",971,7114.290322,-333.0357143,0.784700597105921,-0.16839273764844,1.88218756633263
"649",2006,"June","Fall",29604,6994.2,1300.5,0.743891588825751,0.173249756607129,-0.183027594401615
"650",2006,"June","LateFall",0,6994.2,1300.5,0.743891588825751,0.173249756607129,-0.183027594401615
"651",2006,"June","Spring",639,6994.2,1300.5,0.743891588825751,0.173249756607129,-0.183027594401615
"652",2006,"June","Winter",0,6994.2,1300.5,0.743891588825751,0.173249756607129,-0.183027594401615
"653",2006,"March","Fall",306,5983.548387,551.3935484,0.400452672546675,0.0165794161014536,2.11073961492501
"654",2006,"March","LateFall",0,5983.548387,551.3935484,0.400452672546675,0.0165794161014536,2.11073961492501
"655",2006,"March","Winter",606,5983.548387,551.3935484,0.400452672546675,0.0165794161014536,2.11073961492501
"656",2006,"March","Spring",437,5983.548387,551.3935484,0.400452672546675,0.0165794161014536,2.11073961492501
"657",2006,"May","Fall",3761,3703.967742,11486.12903,-0.374192809852171,2.30350235953985,1.03748746921543
"658",2006,"May","LateFall",0,3703.967742,11486.12903,-0.374192809852171,2.30350235953985,1.03748746921543
"659",2006,"May","Spring",3003,3703.967742,11486.12903,-0.374192809852171,2.30350235953985,1.03748746921543
"660",2006,"May","Winter",6,3703.967742,11486.12903,-0.374192809852171,2.30350235953985,1.03748746921543
"697",2007,"June","LateFall",0,2838.2666663,-2434.1,-0.668374737071871,-0.607815541125645,-0.797408487911546
"698",2007,"June","Spring",0,2838.2666663,-2434.1,-0.668374737071871,-0.607815541125645,-0.797408487911546
"699",2007,"June","Winter",0,2838.2666663,-2434.1,-0.668374737071871,-0.607815541125645,-0.797408487911546
"700",2007,"June","Fall",375,2838.2666663,-2434.1,-0.668374737071871,-0.607815541125645,-0.797408487911546
"705",2007,"May","Fall",575,1322.3548387,-1297.032258,-1.18351082209742,-0.370005828051269,-0.918105175428502
"706",2007,"May","Spring",111,1322.3548387,-1297.032258,-1.18351082209742,-0.370005828051269,-0.918105175428502
"707",2007,"May","Winter",0,1322.3548387,-1297.032258,-1.18351082209742,-0.370005828051269,-0.918105175428502
"708",2007,"May","LateFall",0,1322.3548387,-1297.032258,-1.18351082209742,-0.370005828051269,-0.918105175428502
"729",2008,"December","Fall",0,2705.709677,7.129032258,-0.713420159416048,-0.0972496757278817,-0.926646424667134
"730",2008,"December","LateFall",0,2705.709677,7.129032258,-0.713420159416048,-0.0972496757278817,-0.926646424667134
"731",2008,"December","Spring",0,2705.709677,7.129032258,-0.713420159416048,-0.0972496757278817,-0.926646424667134
"732",2008,"December","Winter",9,2705.709677,7.129032258,-0.713420159416048,-0.0972496757278817,-0.926646424667134
"741",2008,"July","Spring",0,5656.741936,-2612.8,0.289397535523457,-0.645189388044953,-0.763243490957015
"742",2008,"July","LateFall",0,5656.741936,-2612.8,0.289397535523457,-0.645189388044953,-0.763243490957015
"743",2008,"July","Winter",0,5656.741936,-2612.8,0.289397535523457,-0.645189388044953,-0.763243490957015
"744",2008,"July","Fall",0,5656.741936,-2612.8,0.289397535523457,-0.645189388044953,-0.763243490957015
"745",2008,"June","LateFall",0,1683.6,-1509.548387,-1.06075274689913,-0.414452080279192,-0.87504549823236
"746",2008,"June","Winter",0,1683.6,-1509.548387,-1.06075274689913,-0.414452080279192,-0.87504549823236
"747",2008,"June","Spring",20,1683.6,-1509.548387,-1.06075274689913,-0.414452080279192,-0.87504549823236
"748",2008,"June","Fall",276,1683.6,-1509.548387,-1.06075274689913,-0.414452080279192,-0.87504549823236
"749",2008,"March","Winter",443,3340.548387,-2143.714286,-0.497689718015757,-0.547083413411096,-0.683132463615356
"750",2008,"March","LateFall",0,3340.548387,-2143.714286,-0.497689718015757,-0.547083413411096,-0.683132463615356
"751",2008,"March","Spring",206,3340.548387,-2143.714286,-0.497689718015757,-0.547083413411096,-0.683132463615356
"752",2008,"March","Fall",36,3340.548387,-2143.714286,-0.497689718015757,-0.547083413411096,-0.683132463615356
"753",2008,"May","Spring",1840,1658.0322581,-1750.733333,-1.0694411588671,-0.464894213748949,-0.920343571780695
"754",2008,"May","Winter",0,1658.0322581,-1750.733333,-1.0694411588671,-0.464894213748949,-0.920343571780695
"755",2008,"May","LateFall",0,1658.0322581,-1750.733333,-1.0694411588671,-0.464894213748949,-0.920343571780695
"756",2008,"May","Fall",3960,1658.0322581,-1750.733333,-1.0694411588671,-0.464894213748949,-0.920343571780695
"757",2008,"November","Spring",0,4997.366667,243.1333333,0.0653290979988994,-0.0478910376784025,-0.892834858715581
"758",2008,"November","Winter",0,4997.366667,243.1333333,0.0653290979988994,-0.0478910376784025,-0.892834858715581
"759",2008,"November","Fall",0,4997.366667,243.1333333,0.0653290979988994,-0.0478910376784025,-0.892834858715581
"760",2008,"November","LateFall",0,4997.366667,243.1333333,0.0653290979988994,-0.0478910376784025,-0.892834858715581
"769",2009,"April","Winter",8,2731.4,63.74193548,-0.704690092025378,-0.0854094855841961,-0.762065387613755
"770",2009,"April","Fall",442,2731.4,63.74193548,-0.704690092025378,-0.0854094855841961,-0.762065387613755
"771",2009,"April","Spring",3153,2731.4,63.74193548,-0.704690092025378,-0.0854094855841961,-0.762065387613755
"772",2009,"April","LateFall",0,2731.4,63.74193548,-0.704690092025378,-0.0854094855841961,-0.762065387613755
"777",2009,"December","Spring",0,5511.516129,-3184.580645,0.24004700450933,-0.764773284506357,-0.844532621641934
"778",2009,"December","LateFall",4,5511.516129,-3184.580645,0.24004700450933,-0.764773284506357,-0.844532621641934
"779",2009,"December","Winter",4,5511.516129,-3184.580645,0.24004700450933,-0.764773284506357,-0.844532621641934
"780",2009,"December","Fall",0,5511.516129,-3184.580645,0.24004700450933,-0.764773284506357,-0.844532621641934
"793",2009,"June","Fall",30,1820.9000003,3121.16129,-1.01409555791174,0.554028247622067,-0.816847193075331
"794",2009,"June","Spring",4,1820.9000003,3121.16129,-1.01409555791174,0.554028247622067,-0.816847193075331
"795",2009,"June","Winter",0,1820.9000003,3121.16129,-1.01409555791174,0.554028247622067,-0.816847193075331
"796",2009,"June","LateFall",0,1820.9000003,3121.16129,-1.01409555791174,0.554028247622067,-0.816847193075331
"801",2009,"May","Spring",1200,2025.7096779,7772.533333,-0.944497278134975,1.52682996390539,-0.631884968183559
"802",2009,"May","LateFall",0,2025.7096779,7772.533333,-0.944497278134975,1.52682996390539,-0.631884968183559
"803",2009,"May","Winter",0,2025.7096779,7772.533333,-0.944497278134975,1.52682996390539,-0.631884968183559
"804",2009,"May","Fall",1111,2025.7096779,7772.533333,-0.944497278134975,1.52682996390539,-0.631884968183559
"805",2009,"November","Spring",0,4339,-2092.9,-0.158396597107419,-0.536455963236066,-0.946438560833897
"806",2009,"November","LateFall",0,4339,-2092.9,-0.158396597107419,-0.536455963236066,-0.946438560833897
"807",2009,"November","Winter",0,4339,-2092.9,-0.158396597107419,-0.536455963236066,-0.946438560833897
"808",2009,"November","Fall",0,4339,-2092.9,-0.158396597107419,-0.536455963236066,-0.946438560833897
"809",2009,"October","LateFall",0,5958.935484,-2300.83871,0.392088733258327,-0.579944880506006,-0.914394149897234
"810",2009,"October","Winter",0,5958.935484,-2300.83871,0.392088733258327,-0.579944880506006,-0.914394149897234
"811",2009,"October","Fall",0,5958.935484,-2300.83871,0.392088733258327,-0.579944880506006,-0.914394149897234
"812",2009,"October","Spring",0,5958.935484,-2300.83871,0.392088733258327,-0.579944880506006,-0.914394149897234
"813",2009,"September","Fall",0,6535.4,-2981.655172,0.587982497342571,-0.722332850460862,-0.789161764508728
"814",2009,"September","Winter",0,6535.4,-2981.655172,0.587982497342571,-0.722332850460862,-0.789161764508728
"815",2009,"September","LateFall",0,6535.4,-2981.655172,0.587982497342571,-0.722332850460862,-0.789161764508728
"816",2009,"September","Spring",0,6535.4,-2981.655172,0.587982497342571,-0.722332850460862,-0.789161764508728
"817",2010,"April","Winter",29,1496.4666667,-2343.285714,-1.12434426385863,-0.588822372557932,-0.410401539650736
"818",2010,"April","LateFall",0,1496.4666667,-2343.285714,-1.12434426385863,-0.588822372557932,-0.410401539650736
"819",2010,"April","Spring",1773,1496.4666667,-2343.285714,-1.12434426385863,-0.588822372557932,-0.410401539650736
"820",2010,"April","Fall",338,1496.4666667,-2343.285714,-1.12434426385863,-0.588822372557932,-0.410401539650736
"821",2010,"August","Spring",0,10816.451613,-2730.5,2.04276642841369,-0.66980551441542,-0.525266615618556
"822",2010,"August","Winter",0,10816.451613,-2730.5,2.04276642841369,-0.66980551441542,-0.525266615618556
"823",2010,"August","Fall",0,10816.451613,-2730.5,2.04276642841369,-0.66980551441542,-0.525266615618556
"824",2010,"August","LateFall",0,10816.451613,-2730.5,2.04276642841369,-0.66980551441542,-0.525266615618556
"825",2010,"December","Fall",130,10893.677419,-1836.451613,2.06900924718552,-0.482821588538576,0.698782758028266
"826",2010,"December","LateFall",804,10893.677419,-1836.451613,2.06900924718552,-0.482821588538576,0.698782758028266
"827",2010,"December","Winter",448,10893.677419,-1836.451613,2.06900924718552,-0.482821588538576,0.698782758028266
"828",2010,"December","Spring",0,10893.677419,-1836.451613,2.06900924718552,-0.482821588538576,0.698782758028266
"829",2010,"February","Fall",42,6771.178571,-995,0.668104604569712,-0.306837907652921,0.136827463293392
"830",2010,"February","Winter",997,6771.178571,-995,0.668104604569712,-0.306837907652921,0.136827463293392
"831",2010,"February","Spring",0,6771.178571,-995,0.668104604569712,-0.306837907652921,0.136827463293392
"832",2010,"February","LateFall",6,6771.178571,-995,0.668104604569712,-0.306837907652921,0.136827463293392
"837",2010,"July","Fall",8,9466.193548,-1162.225806,1.58392268782523,-0.341812007677553,-0.578870317736873
"838",2010,"July","LateFall",0,9466.193548,-1162.225806,1.58392268782523,-0.341812007677553,-0.578870317736873
"839",2010,"July","Spring",0,9466.193548,-1162.225806,1.58392268782523,-0.341812007677553,-0.578870317736873
"840",2010,"July","Winter",0,9466.193548,-1162.225806,1.58392268782523,-0.341812007677553,-0.578870317736873
"841",2010,"June","LateFall",0,6411.933334,-786.4666667,0.546026142232463,-0.263224629106042,-0.476964378544909
"842",2010,"June","Fall",473,6411.933334,-786.4666667,0.546026142232463,-0.263224629106042,-0.476964378544909
"843",2010,"June","Winter",0,6411.933334,-786.4666667,0.546026142232463,-0.263224629106042,-0.476964378544909
"844",2010,"June","Spring",79,6411.933334,-786.4666667,0.546026142232463,-0.263224629106042,-0.476964378544909
"845",2010,"March","LateFall",0,6977.032258,-2398.709677,0.738057658882338,-0.600413904224543,-0.380948956069244
"846",2010,"March","Spring",235,6977.032258,-2398.709677,0.738057658882338,-0.600413904224543,-0.380948956069244
"847",2010,"March","Fall",40,6977.032258,-2398.709677,0.738057658882338,-0.600413904224543,-0.380948956069244
"848",2010,"March","Winter",768,6977.032258,-2398.709677,0.738057658882338,-0.600413904224543,-0.380948956069244
"861",2010,"September","Spring",0,10403.2,-1830.357143,1.90233555758373,-0.48154697304426,-0.486389205290987
"862",2010,"September","LateFall",0,10403.2,-1830.357143,1.90233555758373,-0.48154697304426,-0.486389205290987
"863",2010,"September","Fall",0,10403.2,-1830.357143,1.90233555758373,-0.48154697304426,-0.486389205290987
"864",2010,"September","Winter",0,10403.2,-1830.357143,1.90233555758373,-0.48154697304426,-0.486389205290987
"869",2011,"August","LateFall",0,11301.387097,-1585,2.20755686158369,-0.430232253944983,-0.578281266065243
"870",2011,"August","Spring",0,11301.387097,-1585,2.20755686158369,-0.430232253944983,-0.578281266065243
"871",2011,"August","Winter",0,11301.387097,-1585,2.20755686158369,-0.430232253944983,-0.578281266065243
"872",2011,"August","Fall",4,11301.387097,-1585,2.20755686158369,-0.430232253944983,-0.578281266065243
"881",2011,"January","LateFall",77,10705.483871,-1772,2.00505744881657,-0.469341987430773,0.322967791528424
"882",2011,"January","Winter",321,10705.483871,-1772,2.00505744881657,-0.469341987430773,0.322967791528424
"883",2011,"January","Fall",393,10705.483871,-1772,2.00505744881657,-0.469341987430773,0.322967791528424
"884",2011,"January","Spring",16,10705.483871,-1772,2.00505744881657,-0.469341987430773,0.322967791528424
"885",2011,"July","Spring",0,11204.193549,-1357.741935,2.17452861884893,-0.382702829588587,-0.429840244814521
"886",2011,"July","LateFall",0,11204.193549,-1357.741935,2.17452861884893,-0.382702829588587,-0.429840244814521
"887",2011,"July","Winter",0,11204.193549,-1357.741935,2.17452861884893,-0.382702829588587,-0.429840244814521
"888",2011,"July","Fall",122,11204.193549,-1357.741935,2.17452861884893,-0.382702829588587,-0.429840244814521
"889",2011,"June","LateFall",0,9676.266667,-1750,1.65530958653562,-0.464740842314797,0.483189846211742
"890",2011,"June","Fall",11874,9676.266667,-1750,1.65530958653562,-0.464740842314797,0.483189846211742
"891",2011,"June","Winter",0,9676.266667,-1750,1.65530958653562,-0.464740842314797,0.483189846211742
"892",2011,"June","Spring",1702,9676.266667,-1750,1.65530958653562,-0.464740842314797,0.483189846211742
"897",2011,"May","Fall",3057,3289.741936,-2804.83871,-0.514954730258334,-0.685352932253802,0.280556071171075
"898",2011,"May","LateFall",0,3289.741936,-2804.83871,-0.514954730258334,-0.685352932253802,0.280556071171075
"899",2011,"May","Spring",11494,3289.741936,-2804.83871,-0.514954730258334,-0.685352932253802,0.280556071171075
"900",2011,"May","Winter",1,3289.741936,-2804.83871,-0.514954730258334,-0.685352932253802,0.280556071171075
"909",2011,"September","Fall",0,11237.2,-2248.709677,2.18574484768175,-0.569042460251985,-0.359743095890569
"910",2011,"September","Spring",0,11237.2,-2248.709677,2.18574484768175,-0.569042460251985,-0.359743095890569
"911",2011,"September","LateFall",0,11237.2,-2248.709677,2.18574484768175,-0.569042460251985,-0.359743095890569
"912",2011,"September","Winter",0,11237.2,-2248.709677,2.18574484768175,-0.569042460251985,-0.359743095890569
"917",2012,"August","Fall",0,10522.870968,7550,1.94300206128423,1.48028868398381,-0.485800153619357
"918",2012,"August","Spring",0,10522.870968,7550,1.94300206128423,1.48028868398381,-0.485800153619357
"919",2012,"August","Winter",0,10522.870968,7550,1.94300206128423,1.48028868398381,-0.485800153619357
"920",2012,"August","LateFall",0,10522.870968,7550,1.94300206128423,1.48028868398381,-0.485800153619357
"925",2012,"February","LateFall",0,3700.068966,-2452.258065,-0.375517689154822,-0.611613172584295,-0.662515655108311
"926",2012,"February","Spring",0,3700.068966,-2452.258065,-0.375517689154822,-0.611613172584295,-0.662515655108311
"927",2012,"February","Winter",247,3700.068966,-2452.258065,-0.375517689154822,-0.611613172584295,-0.662515655108311
"928",2012,"February","Fall",0,3700.068966,-2452.258065,-0.375517689154822,-0.611613172584295,-0.662515655108311
"929",2012,"January","Spring",0,5984.064516,-2082.333333,0.400628063138388,-0.534246019224284,-0.606555746303475
"930",2012,"January","LateFall",30,5984.064516,-2082.333333,0.400628063138388,-0.534246019224284,-0.606555746303475
"931",2012,"January","Winter",200,5984.064516,-2082.333333,0.400628063138388,-0.534246019224284,-0.606555746303475
"932",2012,"January","Fall",0,5984.064516,-2082.333333,0.400628063138388,-0.534246019224284,-0.606555746303475
"933",2012,"July","Winter",0,9742.064516,12889.03226,1.6776689650429,2.59690969339896,-0.413935849680515
"934",2012,"July","LateFall",0,9742.064516,12889.03226,1.6776689650429,2.59690969339896,-0.413935849680515
"935",2012,"July","Fall",8,9742.064516,12889.03226,1.6776689650429,2.59690969339896,-0.413935849680515
"936",2012,"July","Spring",0,9742.064516,12889.03226,1.6776689650429,2.59690969339896,-0.413935849680515
"937",2012,"June","Fall",234,3537.366666,5367.857143,-0.430807069658797,1.02390886812719,-0.755585819225827
"938",2012,"June","Winter",0,3537.366666,5367.857143,-0.430807069658797,1.02390886812719,-0.755585819225827
"939",2012,"June","Spring",4,3537.366666,5367.857143,-0.430807069658797,1.02390886812719,-0.755585819225827
"940",2012,"June","LateFall",0,3537.366666,5367.857143,-0.430807069658797,1.02390886812719,-0.755585819225827
"957",2012,"September","LateFall",0,8946.366667,3623.870968,1.40727548480595,0.659166437607665,-0.570034542662425
"958",2012,"September","Fall",0,8946.366667,3623.870968,1.40727548480595,0.659166437607665,-0.570034542662425
"959",2012,"September","Spring",0,8946.366667,3623.870968,1.40727548480595,0.659166437607665,-0.570034542662425
"960",2012,"September","Winter",0,8946.366667,3623.870968,1.40727548480595,0.659166437607665,-0.570034542662425
"961",2013,"April","Winter",14,1754.233333,-510.3225806,-1.03675017763919,-0.205471037603113,-0.768544956001683
"962",2013,"April","LateFall",0,1754.233333,-510.3225806,-1.03675017763919,-0.205471037603113,-0.768544956001683
"963",2013,"April","Spring",460,1754.233333,-510.3225806,-1.03675017763919,-0.205471037603113,-0.768544956001683
"964",2013,"April","Fall",1604,1754.233333,-510.3225806,-1.03675017763919,-0.205471037603113,-0.768544956001683
"977",2013,"January","Spring",0,4288.290322,-2767.5,-0.175628724017586,-0.677543803928651,-0.302016032070844
"978",2013,"January","Fall",4,4288.290322,-2767.5,-0.175628724017586,-0.677543803928651,-0.302016032070844
"979",2013,"January","LateFall",21,4288.290322,-2767.5,-0.175628724017586,-0.677543803928651,-0.302016032070844
"980",2013,"January","Winter",83,4288.290322,-2767.5,-0.175628724017586,-0.677543803928651,-0.302016032070844
"989",2013,"March","LateFall",0,5026.258064,-672,0.0751469520920768,-0.239284731632012,-0.727311338987594
"990",2013,"March","Spring",142,5026.258064,-672,0.0751469520920768,-0.239284731632012,-0.727311338987594
"991",2013,"March","Winter",199,5026.258064,-672,0.0751469520920768,-0.239284731632012,-0.727311338987594
"992",2013,"March","Fall",51,5026.258064,-672,0.0751469520920768,-0.239284731632012,-0.727311338987594
"997",2013,"November","Winter",0,3668.2,1512,-0.386347378639496,0.217483492608436,-0.957336016759049
"998",2013,"November","LateFall",0,3668.2,1512,-0.386347378639496,0.217483492608436,-0.957336016759049
"999",2013,"November","Spring",0,3668.2,1512,-0.386347378639496,0.217483492608436,-0.957336016759049
"1000",2013,"November","Fall",0,3668.2,1512,-0.386347378639496,0.217483492608436,-0.957336016759049
"1001",2013,"October","Winter",0,3423.67742,2350.333333,-0.469440868820235,0.392815007185353,-1.00504920216107
"1002",2013,"October","LateFall",0,3423.67742,2350.333333,-0.469440868820235,0.392815007185353,-1.00504920216107
"1003",2013,"October","Fall",0,3423.67742,2350.333333,-0.469440868820235,0.392815007185353,-1.00504920216107
"1004",2013,"October","Spring",0,3423.67742,2350.333333,-0.469440868820235,0.392815007185353,-1.00504920216107
"1005",2013,"September","Winter",0,6572.366667,287.7419355,0.600544483975377,-0.0385614625809929,-0.70433832379403
"1006",2013,"September","LateFall",0,6572.366667,287.7419355,0.600544483975377,-0.0385614625809929,-0.70433832379403
"1007",2013,"September","Fall",0,6572.366667,287.7419355,0.600544483975377,-0.0385614625809929,-0.70433832379403
"1008",2013,"September","Spring",0,6572.366667,287.7419355,0.600544483975377,-0.0385614625809929,-0.70433832379403
